symbol,detail,numbers,page,source
Asciugarsi,il sudore: devi impegnarti di più nel tuo lavoro; 41,41,27,Smorfia napoletana - La vera cabala del lotto
Asciugarsi,le lacrime: avrai un momento felice; 40,40,27,Smorfia napoletana - La vera cabala del lotto
Ascoltare,impari molto dagli arai; 29,29,27,Smorfia napoletana - La vera cabala del lotto
Ascoltare,"una voce dolce, piacevole: buone notizie 56",56,27,Smorfia napoletana - La vera cabala del lotto
Ascoltare,senza intervenire: sei indeciso; 29,29,27,Smorfia napoletana - La vera cabala del lotto
Asfalto,li attende un incontro gradito; 66,66,27,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,"chiederlo: sei frustrato, prigioniero in ogni tuo gesto; 44",44,27,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,morto: cattivo presagio; 80,80,27,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,che corre: qualcuno ti ingannerà; 71,71,27,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,vederlo: alcune tue conoscenze le consideri mediocri; 23,23,27,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,sentirlo: non allarmarti inutilmente; 64,64,28,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,cavalcarlo: non hai bisogno di dimostrare la tua forza; 10,10,28,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,sentirsi come un: brutto periodo sta finendo; 42,42,28,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,"comprarne uno: gioia in famiglia, 67",67,28,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,vederne uno: sfortuna; 4,4,28,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,vederne tanti: fortuna; 88,88,28,Smorfia napoletana - La vera cabala del lotto
Asilo Politico,ferrarlo: lavoro umiliante; 40,40,28,Smorfia napoletana - La vera cabala del lotto
Asma,"desiderio di libertà, voglia di cambiare; 68/56",68 56,28,Smorfia napoletana - La vera cabala del lotto
Asparagi,desiderio di dolcezza; 80,80,28,Smorfia napoletana - La vera cabala del lotto
Asparagi,mangiarne: malattia calmata; 21/34,21 34,28,Smorfia napoletana - La vera cabala del lotto
Aspirapolvere,"desideri fare pulizia, rinnovarti; 25",25,28,Smorfia napoletana - La vera cabala del lotto
Aspro,sentire un cibo: sei troppo impulsivo; 4,4,28,Smorfia napoletana - La vera cabala del lotto
Assaggiare,cibi: vivi una situazione allegra; 67,67,28,Smorfia napoletana - La vera cabala del lotto
Assaggiare,"bevande: sei felice, fiducioso; 25",25,28,Smorfia napoletana - La vera cabala del lotto
Assalto,subirlo: le tue paure represse h procureranno problemi; 17,17,28,Smorfia napoletana - La vera cabala del lotto
Assalto,di banditi: sei disorientato; 40,40,28,Smorfia napoletana - La vera cabala del lotto
Assalto,di soldati: buone notizie; 53,53,28,Smorfia napoletana - La vera cabala del lotto
Assassino,"dispiacere, presagio negativo 73",73,29,Smorfia napoletana - La vera cabala del lotto
Assassino,"vederlo sei terrorizzato, 44",44,29,Smorfia napoletana - La vera cabala del lotto
Assassino,imbattersi in un: sarai ostacolato nei tuoi progetti; 83,83,29,Smorfia napoletana - La vera cabala del lotto
Assassino,diventarlo: la passione li domina; 61,61,29,Smorfia napoletana - La vera cabala del lotto
Assedio,sei ostacolato; 40,40,29,Smorfia napoletana - La vera cabala del lotto
Assegno,riceverlo: il tuo lavoro è riconosciuto 26,26,29,Smorfia napoletana - La vera cabala del lotto
Assegno,perderlo: hai paura di non concludere un affare; 56,56,29,Smorfia napoletana - La vera cabala del lotto
Assegno,tenerlo in mano; devi solo concludere; 67,67,29,Smorfia napoletana - La vera cabala del lotto
Assemblea,buone notizie; 44/68,44 68,29,Smorfia napoletana - La vera cabala del lotto
Assente,essere: non vuoi farti giudicare; 38,38,29,Smorfia napoletana - La vera cabala del lotto
Assetato,esserlo: insoddisfazione; 11,11,29,Smorfia napoletana - La vera cabala del lotto
Assetato,vederlo: altruismo; 21,21,29,Smorfia napoletana - La vera cabala del lotto
Assetato,dare da bere a un: sei generoso; 7,7,29,Smorfia napoletana - La vera cabala del lotto
Assistere,ammalati: devi essere più deciso; 46,46,29,Smorfia napoletana - La vera cabala del lotto
Assistere,"moribondi: la vecchia relazione terminerà, cambierai partner; 58",58,30,Smorfia napoletana - La vera cabala del lotto
Assoluzione,buon presagio; 13,13,30,Smorfia napoletana - La vera cabala del lotto
Assoluzione,riceverla: sei troppo autocritico; 34,34,30,Smorfia napoletana - La vera cabala del lotto
Assoluzione,amministrarla: non occuparti di ciò che non ti riguarda; 34,34,30,Smorfia napoletana - La vera cabala del lotto
Assolvere,se stessi: egoismo; 38,38,30,Smorfia napoletana - La vera cabala del lotto
Assolvere,"gli alti: sei comprensivo, i tuoi giudizi sono ponderati; 40",40,30,Smorfia napoletana - La vera cabala del lotto
Assomigliare,a qualcuno: gli altri ti influenzano troppo; 3,3,30,Smorfia napoletana - La vera cabala del lotto
Assortimento,di oggetti vari: dai al tuo lavoro una giusta importanza; 36,36,30,Smorfia napoletana - La vera cabala del lotto
Assumere,un autista: sei motto pigro 45,45,30,Smorfia napoletana - La vera cabala del lotto
Assumere,essere assunti: presto cambierai occupazione 19,19,30,Smorfia napoletana - La vera cabala del lotto
Assunzione,"al cielo: ottimo presagio, fortuna; 74",74,30,Smorfia napoletana - La vera cabala del lotto
Asta,vendita all': le cose andranno come desideri; 54,54,30,Smorfia napoletana - La vera cabala del lotto
Asta,"di ferro: controversie, 87",87,30,Smorfia napoletana - La vera cabala del lotto
Asta,per il salto: impegnandoti otterrai molto; 26,26,30,Smorfia napoletana - La vera cabala del lotto
Asta,"portarla: sicurezza, 48",48,31,Smorfia napoletana - La vera cabala del lotto
Asta,spezzarla: fatica; 38,38,31,Smorfia napoletana - La vera cabala del lotto
Astemio,nessuno condivide le tue gioie; 26,26,31,Smorfia napoletana - La vera cabala del lotto
Astro,vederne: sempre un buon presagio; 15,15,31,Smorfia napoletana - La vera cabala del lotto
Astrologo,"attento alle false lusinghe, mostra indifferenza 25",25,31,Smorfia napoletana - La vera cabala del lotto
Astrologo,"farsi predire l'avvenire: pena, imbarazzo ti tormenti inutilmente; 15/42/54",15 42 54,31,Smorfia napoletana - La vera cabala del lotto
Astronave,"accontentati, nessuno può cambiare il mondo 10",10,31,Smorfia napoletana - La vera cabala del lotto
Astuccio,desiderio sessuale; 11,11,31,Smorfia napoletana - La vera cabala del lotto
Astuccio,pieno: devi mantenere dei segreti; 22,22,31,Smorfia napoletana - La vera cabala del lotto
Astuccio,vuoto: le tue amicizie non sono sincere; 76,76,31,Smorfia napoletana - La vera cabala del lotto
Atlante Geografico,"farai buoni viaggi, 73",73,31,Smorfia napoletana - La vera cabala del lotto
Atleta,volontà 89,89,31,Smorfia napoletana - La vera cabala del lotto
Atomo,novità; 47,47,32,Smorfia napoletana - La vera cabala del lotto
Atrio,ami troppo le distrazioni; 9/38,9 38,32,Smorfia napoletana - La vera cabala del lotto
Atrio,"essere in un: tutto stazionario, nessun cambiamento; 26",26,32,Smorfia napoletana - La vera cabala del lotto
Attendere,una vacanza: ti piacerebbe vivere senza lavorare; 34,34,32,Smorfia napoletana - La vera cabala del lotto
Attendere,un treno: difficilmente saprai cogliere le occasioni al momento giusto 14,14,32,Smorfia napoletana - La vera cabala del lotto
Attendere,"un amico: sei permaloso, ti offendi troppo facilmente; 25",25,32,Smorfia napoletana - La vera cabala del lotto
Attentato,una lettera o un avvenimento cambieranno la tua vita; 50,50,32,Smorfia napoletana - La vera cabala del lotto
Attentato,"subirlo: pericolo imminente, 60",60,32,Smorfia napoletana - La vera cabala del lotto
Attentato,organizzarlo: odi profondamente una persona; 54,54,32,Smorfia napoletana - La vera cabala del lotto
Atterraggio,sei realista; 2,2,32,Smorfia napoletana - La vera cabala del lotto
Atterraggio,difficoltoso: manchi di obiettività; 5,5,32,Smorfia napoletana - La vera cabala del lotto
Attingere,limita le tue spese; 22,22,32,Smorfia napoletana - La vera cabala del lotto
Attingere,"vino: sei sincero, onesto; 89",89,32,Smorfia napoletana - La vera cabala del lotto
Attingere,acqua: sei alla ricerca del successo; 6,6,32,Smorfia napoletana - La vera cabala del lotto
Attore,"vederne tanfi: soddisfazione, successo; 27",27,32,Smorfia napoletana - La vera cabala del lotto
Attraversare,un ponte: pericolo; 61,61,33,Smorfia napoletana - La vera cabala del lotto
Attraversare,un fiume: buon presagio; 14,14,33,Smorfia napoletana - La vera cabala del lotto
Attraversare,la strada: cerchi nuove strade; 56,56,33,Smorfia napoletana - La vera cabala del lotto
Attraversare,il mare: lascerai il tuo partner e avrai un nuovo rapporto; 80,80,33,Smorfia napoletana - La vera cabala del lotto
Attrezzo,buone notizie; 61,61,33,Smorfia napoletana - La vera cabala del lotto
Attrezzo,di cucina: ti piacerebbe avere più potere in famiglia; 1,1,33,Smorfia napoletana - La vera cabala del lotto
Attrezzo,da lavora: devi essere più parsimonioso; 2,2,33,Smorfia napoletana - La vera cabala del lotto
Auguri,"riceverli: sei troppo modesto, devi considerarti di più; 39",39,33,Smorfia napoletana - La vera cabala del lotto
Auguri,farli: hai fiducia nel tuo prossimo; 75,75,33,Smorfia napoletana - La vera cabala del lotto
Augurio,ricevere un buon: devi chiarire i tuoi rapporti con un amico/rivale; 31,31,33,Smorfia napoletana - La vera cabala del lotto
Augurio,riceverne cattivi: non ascoltare chi ti vuote male; 39,39,33,Smorfia napoletana - La vera cabala del lotto
Aula,"scolastica: immaturità, 43",43,33,Smorfia napoletana - La vera cabala del lotto
Aula,di tribunale: temi di essere punito per una colpa che non hai commesso; 41,41,33,Smorfia napoletana - La vera cabala del lotto
Aumento,riceverlo: sei troppo ottimista; 57,57,33,Smorfia napoletana - La vera cabala del lotto
Aumento,chiederla: vorresti essere più considerato; 82,82,33,Smorfia napoletana - La vera cabala del lotto
Aurora,buone speranze; 37,37,33,Smorfia napoletana - La vera cabala del lotto
Autobus,hai voglia di viaggiare; 31,31,34,Smorfia napoletana - La vera cabala del lotto
Autobus,affollato: liberati da amici indiscreti; 4,4,34,Smorfia napoletana - La vera cabala del lotto
Autobus,vuoto: viaggerai solo; 4,4,34,Smorfia napoletana - La vera cabala del lotto
Autobus,incendiato: fortuna; 84,84,34,Smorfia napoletana - La vera cabala del lotto
Automobile,desiderio di potenza; 46,46,34,Smorfia napoletana - La vera cabala del lotto
Automobile,propria: desideri evadere dalla solita routine; 6,6,34,Smorfia napoletana - La vera cabala del lotto
Automobile,da corsa: appuntamento con donne; 68,68,34,Smorfia napoletana - La vera cabala del lotto
Automobile,"che corre: riceverai una lettera, 66",66,34,Smorfia napoletana - La vera cabala del lotto
Automobile,appena acquistata: sei fiero di te stesso; 50,50,34,Smorfia napoletana - La vera cabala del lotto
Automobile,guidare: senso di responsabilità; 59,59,34,Smorfia napoletana - La vera cabala del lotto
Automobile,vecchia: non li senti alla moda; 58,58,34,Smorfia napoletana - La vera cabala del lotto
Automobile,farsi portare: rinunci alle tue responsabilità; 59,59,34,Smorfia napoletana - La vera cabala del lotto
Autorimessa,ora finalmente puoi riposare; 64,64,34,Smorfia napoletana - La vera cabala del lotto
Autorita',devi imparare a decidere da solo della tua vita; 75,75,34,Smorfia napoletana - La vera cabala del lotto
Autostop,hai bisogno d'aiuto; 16,16,35,Smorfia napoletana - La vera cabala del lotto
Autostrada,desideri raggiungere persone lontane; 38,38,35,Smorfia napoletana - La vera cabala del lotto
Avaro,"cattivo presagio, perderai anche le tue amicizie; 90",90,35,Smorfia napoletana - La vera cabala del lotto
Avaro,"esserlo: ti sentirai isolato, da tutti; 22",22,35,Smorfia napoletana - La vera cabala del lotto
Avi,"eredità vicina, 56",56,35,Smorfia napoletana - La vera cabala del lotto
Avi,"tradizionalista, 5",5,35,Smorfia napoletana - La vera cabala del lotto
Avi,che ti parlano ascolta la saggezza dei vecchi; 12,12,35,Smorfia napoletana - La vera cabala del lotto
Avorio,senso artistico; 24,24,35,Smorfia napoletana - La vera cabala del lotto
Avvelenare,"sé stesso: esaurimento, stanchezza; 49",49,35,Smorfia napoletana - La vera cabala del lotto
Avvelenare,altri: quando ti arrabbi perdi il controllo di te stesso; 80,80,35,Smorfia napoletana - La vera cabala del lotto
Avvelenare,essere avvelenati: hai ricevuto delle false accuse che ti fanno soffrire; 64,64,35,Smorfia napoletana - La vera cabala del lotto
Avventura,"divertente: hai bisogno di evasione, 3",3,35,Smorfia napoletana - La vera cabala del lotto
Avventura,pericolosa: hai paura di fare incontri poco piacevoli; 7,7,35,Smorfia napoletana - La vera cabala del lotto
Avventura,sentimentale: desideri nuove emozioni; 9,9,35,Smorfia napoletana - La vera cabala del lotto
Avversario,nell'amore: ti arrendi troppo in fretta; 15,15,35,Smorfia napoletana - La vera cabala del lotto
Avversario,nello sport: sei combattivo; 8,8,35,Smorfia napoletana - La vera cabala del lotto
Avvertire,una persona: buone notizie; 64,64,36,Smorfia napoletana - La vera cabala del lotto
Avvertire,un pericolo: altruismo; 4,4,36,Smorfia napoletana - La vera cabala del lotto
Avvicinarsi,a qualcuno: avrai una nuova relazione; 65,65,36,Smorfia napoletana - La vera cabala del lotto
Avvicinarsi,a qualche cosa: curiosità; 19,19,36,Smorfia napoletana - La vera cabala del lotto
Avvicinarsi,essere avvicinati da un ladro: i tuoi progetti si realizzeranno; 2,2,36,Smorfia napoletana - La vera cabala del lotto
Avvicinarsi,essere avvicinati da un principe: onore e profitto; 16,16,36,Smorfia napoletana - La vera cabala del lotto
Avviso,"pubblico: matrimonio, 3",3,36,Smorfia napoletana - La vera cabala del lotto
Avviso,funebre: è la fine di una tua amicizia; 31,31,36,Smorfia napoletana - La vera cabala del lotto
Avvocato,esperienze spiacevoli; 23,23,36,Smorfia napoletana - La vera cabala del lotto
Avvocato,esserlo: danneggerai qualcuno; 52,52,36,Smorfia napoletana - La vera cabala del lotto
Avvocato,in tribunale: ti senti osservato; 40,40,36,Smorfia napoletana - La vera cabala del lotto
Avvolgere,piccole contrarietà; 2,2,36,Smorfia napoletana - La vera cabala del lotto
Avvoltoio,"nemici, malattia lunga; 45",45,36,Smorfia napoletana - La vera cabala del lotto
Avvoltoio,ucciso: vincerai suoi tuoi nemici; 45,45,36,Smorfia napoletana - La vera cabala del lotto
Avvoltoio,che vola: i tuoi avversari avranno la meglio; 45,45,36,Smorfia napoletana - La vera cabala del lotto
Avvoltoio,che si avventa: preparati ad affrontare grossi ostacoli; 1,1,36,Smorfia napoletana - La vera cabala del lotto
Azalea,invito alla riflessione; 13,13,36,Smorfia napoletana - La vera cabala del lotto
Azienda,"propria: spirito di iniziativa, 45",45,37,Smorfia napoletana - La vera cabala del lotto
Azienda,andarci: ottimo momento per il tuo lavoro; 55,55,37,Smorfia napoletana - La vera cabala del lotto
Azzardo,a volte la fortuna dipende solo da noi; 15,15,37,Smorfia napoletana - La vera cabala del lotto
Azzuffarsi,presto avrai una lieta notizia; 44,44,37,Smorfia napoletana - La vera cabala del lotto
Azzurro,"presagio lieto, novità; 64/15",64 15,37,Smorfia napoletana - La vera cabala del lotto
Azzurro,un fiore tutto azzurro: fortuna in amore; 63,63,37,Smorfia napoletana - La vera cabala del lotto
Azzurro,un abito tutto azzurro: una donna ti è vicina; 51,51,37,Smorfia napoletana - La vera cabala del lotto
Babbo,desiderio di protezione; 16,16,37,Smorfia napoletana - La vera cabala del lotto
Baby-Doll,sensualità; 63,63,37,Smorfia napoletana - La vera cabala del lotto
Bacca,di ginepro: mangiarne ottimo augurio: 2,2,37,Smorfia napoletana - La vera cabala del lotto
Bacca,"trovarla guadagno inatteso, 23",23,37,Smorfia napoletana - La vera cabala del lotto
Bacca,raccoglierne: voglia di accumulare; 68,68,37,Smorfia napoletana - La vera cabala del lotto
Bacca,cercarne molte: devi per forza superare degli ostacoli; 28,28,37,Smorfia napoletana - La vera cabala del lotto
Bacchetta,spezzarla: discordia; 36,36,37,Smorfia napoletana - La vera cabala del lotto
Bacchetta,magica: ti sopravvaluti; 15,15,37,Smorfia napoletana - La vera cabala del lotto
Bacchetta,essere battuto con una: pericolo; 38,38,38,Smorfia napoletana - La vera cabala del lotto
Bacchetta,da direttore d'orchestra: sei in armonia con il mondo; 18,18,38,Smorfia napoletana - La vera cabala del lotto
Bacio,alla madre: ti senti incompreso: 25,25,38,Smorfia napoletana - La vera cabala del lotto
Bacio,al padre: vorresti sentirti protetto; 9,9,38,Smorfia napoletana - La vera cabala del lotto
Bacio,ai fratelli: la tua famiglia è molto unita; 76,76,38,Smorfia napoletana - La vera cabala del lotto
Bacio,darlo: generosità; 7,7,38,Smorfia napoletana - La vera cabala del lotto
Bacio,riceverlo: hai bisogno di affetto; 90,90,38,Smorfia napoletana - La vera cabala del lotto
Bacio,"al partner: l'unione è solida, 58",58,38,Smorfia napoletana - La vera cabala del lotto
Bacio,sulla mano: sensibilità romantica; 30,30,38,Smorfia napoletana - La vera cabala del lotto
Bacio,sul viso: tenerezza; 8,8,38,Smorfia napoletana - La vera cabala del lotto
Bacio,"sulla bocca: passione, a volte ipocrisia; 50",50,38,Smorfia napoletana - La vera cabala del lotto
Bacio,dare un bacio ad un nemico: sei maturo; 30,30,38,Smorfia napoletana - La vera cabala del lotto
Bacio,"dare un bacio ad uno sconosciuto: narcisismo, 81",81,38,Smorfia napoletana - La vera cabala del lotto
Bacio,dare un bacio ed essere respinti: insicurezza; 13,13,38,Smorfia napoletana - La vera cabala del lotto
Baffi,"fortuna vicina, 75",75,38,Smorfia napoletana - La vera cabala del lotto
Baffi,maschili: desiderio di bellezza; 76,76,38,Smorfia napoletana - La vera cabala del lotto
Baffi,"femminili: simpatia, 81",81,38,Smorfia napoletana - La vera cabala del lotto
Baffi,tagliati: chi li taglia avrà fortuna; 13,13,38,Smorfia napoletana - La vera cabala del lotto
Baffi,lunghi e folti: aumenterà la fortuna; 12,12,38,Smorfia napoletana - La vera cabala del lotto
Baffi,bianchi: notizia sconvolgente; 90,90,38,Smorfia napoletana - La vera cabala del lotto
Baffi,neri: riceverai una grossa somma di denaro; 25,25,38,Smorfia napoletana - La vera cabala del lotto
Bagagli,farai un viaggio; 28,28,39,Smorfia napoletana - La vera cabala del lotto
Bagagli,averne troppi: fatichi ad allontanarti da casa; 16,16,39,Smorfia napoletana - La vera cabala del lotto
Bagagli,perderli: sarai privato di una tua proprietà; 12,12,39,Smorfia napoletana - La vera cabala del lotto
Bagnante,sulla spiaggia: riceverai visite; 88,88,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,in acqua chiara: ottima salute; 16,16,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,in acqua limpida: felicità; buon augurio; 15,15,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,in uno stagno: infelicità; 35,35,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,in una palude: disgrazia; 17/72,17 72,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,in un fiume: gli affari vanno bene; 19,19,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,in un canale: breve fortuna; 10,10,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,in un ruscello: lungo periodo fortunato; 16,16,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,con l'amante: gelosia; 43,43,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,con gli amici: l'avvenire li riserva cose piacevoli; 28,28,39,Smorfia napoletana - La vera cabala del lotto
Bagnarsi,in acqua corrente: possibili disgrazie; 65,65,39,Smorfia napoletana - La vera cabala del lotto
Bagno,"caldo: non rilassarti troppo, 10",10,39,Smorfia napoletana - La vera cabala del lotto
Bagno,"freddo: contrarietà, 38",38,39,Smorfia napoletana - La vera cabala del lotto
Bagno,con i vestiti: ti senti spesso a disagio in mezzo agli altri; 75,75,39,Smorfia napoletana - La vera cabala del lotto
Bagno,"farlo: vuoi “lavarti"" da qualche colpa; 30",30,39,Smorfia napoletana - La vera cabala del lotto
Balaustra,sei limitato: 68,68,39,Smorfia napoletana - La vera cabala del lotto
Balbuziente,"immaturità, 31",31,40,Smorfia napoletana - La vera cabala del lotto
Balbuziente,sognare di esserlo: le tue parole sono spesso mal interpretate; 33,33,40,Smorfia napoletana - La vera cabala del lotto
Balcone,speranza; 54,54,40,Smorfia napoletana - La vera cabala del lotto
Balcone,con persone: alcune tue amicizie si riveleranno utili; 88,88,40,Smorfia napoletana - La vera cabala del lotto
Balcone,fiorito: attesa delusa; 11,11,40,Smorfia napoletana - La vera cabala del lotto
Balcone,che cade: catastrofe; 89,89,40,Smorfia napoletana - La vera cabala del lotto
Balcone,"con panni stesi: sparlano di te, 79",79,40,Smorfia napoletana - La vera cabala del lotto
Balcone,molto in alto: raggiungerai la meta che ti sei prefissato; 12,12,40,Smorfia napoletana - La vera cabala del lotto
Balena,sei aiutato da una grande forza; 73,73,40,Smorfia napoletana - La vera cabala del lotto
Balena,"vederne una che nuota: felicità, 33",33,40,Smorfia napoletana - La vera cabala del lotto
Balena,vederne una morta: pericolo vicino; 90/17,90 17,40,Smorfia napoletana - La vera cabala del lotto
Balena,essere mangiati da una: diventa realista; 75,75,40,Smorfia napoletana - La vera cabala del lotto
Balia,desiderio di affetto: 44,44,40,Smorfia napoletana - La vera cabala del lotto
Ballare,reprimi le tue emozioni; 3,3,40,Smorfia napoletana - La vera cabala del lotto
Ballare,il valzer; allegria; 4,4,40,Smorfia napoletana - La vera cabala del lotto
Ballare,un tango: guadagni; 51,51,40,Smorfia napoletana - La vera cabala del lotto
Ballare,"solo: sei in attesa di trovare un partner, 5",5,40,Smorfia napoletana - La vera cabala del lotto
Ballare,nudi: fallimento; 71,71,40,Smorfia napoletana - La vera cabala del lotto
Ballare,a un matrimonio: sei sentimentalmente soddisfatto; 60,60,40,Smorfia napoletana - La vera cabala del lotto
Ballare,in casa: grande allegria; 62,62,40,Smorfia napoletana - La vera cabala del lotto
Ballerina,sognare di esserlo: desideri muoverti con più libertà: 49,49,41,Smorfia napoletana - La vera cabala del lotto
Balletto,partecipare: desideri inserirti in un gruppo; 19,19,41,Smorfia napoletana - La vera cabala del lotto
Balletto,assistere: ti senti escluso da decisioni che ti riguardano; 5,5,41,Smorfia napoletana - La vera cabala del lotto
Balocchi,brutto: dispiaceri; 14,14,41,Smorfia napoletana - La vera cabala del lotto
Balocchi,che piange: tristezza in famiglia; 76,76,41,Smorfia napoletana - La vera cabala del lotto
Balocchi,che gioca: vorresti ritornare bambino; 75,75,41,Smorfia napoletana - La vera cabala del lotto
Balocchi,che gioca con te: non hai scordato l'ingenuità; 80,80,41,Smorfia napoletana - La vera cabala del lotto
Balocchi,"vederlo cadere: problemi negli affetti, 71",71,41,Smorfia napoletana - La vera cabala del lotto
Balocchi,vederne molti: difficoltà nella vita; 12,12,41,Smorfia napoletana - La vera cabala del lotto
Banana,simbolo dell'organo sessuale maschile; 43,43,41,Smorfia napoletana - La vera cabala del lotto
Banana,mangiarla: desiderio sessuale; 50,50,41,Smorfia napoletana - La vera cabala del lotto
Banana,buttarla via: periodo di riflessione spirituale; 21,21,41,Smorfia napoletana - La vera cabala del lotto
Banca,per te è importante accumulare denaro;79,79,41,Smorfia napoletana - La vera cabala del lotto
Banchetto,andarci: stai attento alle amicizie false: 18,18,41,Smorfia napoletana - La vera cabala del lotto
Banchetto,non andarci: guadagno di denaro; 16,16,41,Smorfia napoletana - La vera cabala del lotto
Banchetto,"di nozze: gioia, felicità; 13",13,42,Smorfia napoletana - La vera cabala del lotto
Banchetto,in famiglia: litigi: 80,80,42,Smorfia napoletana - La vera cabala del lotto
Banconota,perderla: ti andranno male gli affari; 18,18,42,Smorfia napoletana - La vera cabala del lotto
Banconota,falsa: hai una doppia personalità; 71,71,42,Smorfia napoletana - La vera cabala del lotto
Banconota,trovarla: fortuna; 6,6,42,Smorfia napoletana - La vera cabala del lotto
Banconota,portarla: vuoi essere rispettato; 18,18,42,Smorfia napoletana - La vera cabala del lotto
Banconota,vederla sventolare: non sei più in pericolo; 20,20,42,Smorfia napoletana - La vera cabala del lotto
Banconota,ammainata: lutto; 5,5,42,Smorfia napoletana - La vera cabala del lotto
Banconota,nazionale: sei tradizionalista; 38,38,42,Smorfia napoletana - La vera cabala del lotto
Bandito,essere uccisi: tendi a sacrificarti; 68,68,42,Smorfia napoletana - La vera cabala del lotto
Bandito,essere assaliti: soffri di complesso di inferiorità 56,56,42,Smorfia napoletana - La vera cabala del lotto
Bandito,"essere inseguiti: debolezza, a volte non vuoi affrontare la vita, 9",9,42,Smorfia napoletana - La vera cabala del lotto
Bandito,ucciso: il coraggio non è una tua dote; 53,53,42,Smorfia napoletana - La vera cabala del lotto
Bara,esserci: pessimo presagio; 66,66,42,Smorfia napoletana - La vera cabala del lotto
Bara,esserci vivo: temi d'essere preso in giro; 90,90,42,Smorfia napoletana - La vera cabala del lotto
Bara,vuota: hai scoperto un imbroglio; 31,31,42,Smorfia napoletana - La vera cabala del lotto
Bara,vederla chiusa: longevità; 47,47,42,Smorfia napoletana - La vera cabala del lotto
Bara,"vederla: attenzione, sei in pericolo; 60",60,42,Smorfia napoletana - La vera cabala del lotto
Baratro,avverti di essere in pericolo; 18,18,43,Smorfia napoletana - La vera cabala del lotto
Baratro,precipitarvi: ti senti abbandonato; 39,39,43,Smorfia napoletana - La vera cabala del lotto
Baratto,oggetti: sei materialista comunque i tuoi affari vanno bene; 15,15,43,Smorfia napoletana - La vera cabala del lotto
Baratto,monete: non giocare d'azzardo; 5,5,43,Smorfia napoletana - La vera cabala del lotto
Baratto,"vestiti: non essere avaro, potresti essere danneggiato; 7",7,43,Smorfia napoletana - La vera cabala del lotto
Barattolo,"pieno: ottime possibilità, 5",5,43,Smorfia napoletana - La vera cabala del lotto
Barattolo,arrugginito: cominci a sentire il peso dell'età; 29,29,43,Smorfia napoletana - La vera cabala del lotto
Barattolo,vuoto: non hai più chances; 18,18,43,Smorfia napoletana - La vera cabala del lotto
Barba,brevi difficoltà; 65,65,43,Smorfia napoletana - La vera cabala del lotto
Barba,"bianca: onore, saggezza; 89",89,43,Smorfia napoletana - La vera cabala del lotto
Barba,bionda: debolezza; 58,58,43,Smorfia napoletana - La vera cabala del lotto
Barba,"nera: grande forza, carattere; 14",14,43,Smorfia napoletana - La vera cabala del lotto
Barba,rossa: dispetto; 15,15,43,Smorfia napoletana - La vera cabala del lotto
Barba,folta: ti senti maturo; 9,9,43,Smorfia napoletana - La vera cabala del lotto
Barba,rada: immaturità; 43,43,43,Smorfia napoletana - La vera cabala del lotto
Barba,lunga:guadagno;33,33,43,Smorfia napoletana - La vera cabala del lotto
Barba,non averne assolutamente: ricchezza; 59,59,43,Smorfia napoletana - La vera cabala del lotto
Barba,incolta: temi i giudizi altrui; 80,80,43,Smorfia napoletana - La vera cabala del lotto
Barba,non rasata: non hai amor proprio; 43,43,43,Smorfia napoletana - La vera cabala del lotto
Barba,donna incinta con: partorirà un maschio; 17,17,43,Smorfia napoletana - La vera cabala del lotto
Barbiere,pettegolezzi; 21,21,44,Smorfia napoletana - La vera cabala del lotto
Barbiere,che rade: hai delle scadenze importanti da affrontare; 23,23,44,Smorfia napoletana - La vera cabala del lotto
Barbone,sarai aiutato da un amico; 68,68,44,Smorfia napoletana - La vera cabala del lotto
Barca,difficilmente porterai a termine un tuo proposito; 1/40,1 40,44,Smorfia napoletana - La vera cabala del lotto
Barca,piccola: passerai dei momenti felici; 17,17,44,Smorfia napoletana - La vera cabala del lotto
Barca,a vela: vorresti avere emozioni naturali; 27,27,44,Smorfia napoletana - La vera cabala del lotto
Barca,capovolta: litigi; 55,55,44,Smorfia napoletana - La vera cabala del lotto
Barca,elegante: ti piace metterti in mostra; 80,80,44,Smorfia napoletana - La vera cabala del lotto
Barca,che naviga: hai a portata di mano delle ottime occasioni. Prendile al volo 75,75,44,Smorfia napoletana - La vera cabala del lotto
